Word,Auditory.mean,Foot_leg.mean,Gustatory.mean,Hand_arm.mean,Haptic.mean,Head.mean,Interoceptive.mean,Mouth.mean,Olfactory.mean,Torso.mean,Visual.mean
HEARTBROKEN,0,0,0,0,0,1,1,1,0,1,0
HEARTBROKENLY,0,0,0,0,0,1,1,1,0,1,0
HEARTBROKENNESS,0,0,0,0,0,1,1,0,0,1,0
HEARTBURN,0,0,1,0,0,0,1,1,0,1,0
HEARTBURNING,0,0,1,0,0,0,1,1,0,1,0
HEARTEDLY,0,0,0,0,0,0,1,1,0,1,0
HEARTEN,1,0,1,0,0,0,1,0,0,1,0
HEARTENING,0,0,0,0,0,0,1,0,0,1,0
HEARTFELT,1,0,0,0,0,1,1,1,0,1,0
HEARTH,0,1,0,1,1,0,0,0,1,1,1
HEARTHSIDE,0,1,0,1,1,0,0,1,1,1,1
HEARTHSTONE,0,0,0,0,1,0,0,0,0,0,1
HEARTILY,1,1,1,0,0,0,1,1,1,1,0
HEARTINESS,0,0,1,0,0,0,1,1,1,1,0
HEARTLAND,0,1,0,0,0,1,0,0,1,1,0
HEARTLESS,1,0,0,0,0,1,1,1,0,1,0
HEARTLESSLY,1,0,0,0,0,1,1,1,0,1,0
HEARTLESSNESS,1,0,0,0,0,1,1,1,0,1,0
HEARTS,0,0,0,1,0,0,1,0,0,1,0
HEARTSICK,0,0,0,0,0,1,1,0,0,1,0
HEARTSICKNESS,0,0,0,0,0,1,1,0,0,1,0
HEARTSTRING,0,0,0,0,0,1,1,0,0,1,0
HEARTTHROB,1,0,0,0,0,0,1,0,0,1,0
HEARTWARMING,1,0,1,0,1,1,1,1,1,1,0
HEARTWORM,0,0,0,0,0,0,0,0,0,1,0
HEARTY,0,0,1,0,1,0,1,1,1,1,0
HEAT,0,1,1,1,1,1,1,1,1,1,0
HEAT PUMP,0,1,0,0,1,0,0,0,0,1,1
HEAT WAVE,0,1,0,1,1,1,1,1,0,1,0
HEATEDLY,1,0,0,0,0,1,1,1,0,0,0
HEATER,0,1,0,1,1,0,1,0,1,1,1
HEATHEN,0,0,0,0,0,1,0,1,0,0,0
HEATHENISM,1,0,0,0,0,0,0,1,0,0,0
HEATHER,0,0,0,0,1,0,0,0,1,0,0
HEATING,0,1,1,1,1,1,1,0,1,1,0
HEATING SYSTEM,1,1,0,1,1,0,1,0,1,1,0
HEATLESS,0,1,0,1,1,0,1,0,0,1,0
HEATPROOF,0,1,0,1,1,0,1,0,0,1,0
HEATSTROKE,0,1,0,1,0,1,1,0,0,1,0
HEATWAVE,0,1,0,1,1,1,1,0,0,1,0
HEAVE,1,1,0,1,1,0,1,0,0,1,1
HEAVEN,0,0,0,0,0,0,1,0,0,0,0
HEAVENLINESS,1,0,1,0,0,1,1,0,1,1,0
HEAVENLY,1,0,1,0,1,0,1,1,1,1,0
HEAVENS,0,0,0,0,0,1,1,0,0,0,0
HEAVENWARDS,0,0,0,0,0,1,1,0,0,0,0
HEAVILY,0,1,0,1,1,0,1,0,0,1,1
HEAVINESS,0,1,0,1,1,0,1,0,0,1,0
HEAVING,1,0,0,0,0,0,1,1,0,1,0
HEAVY,0,1,0,1,1,0,1,0,0,1,0
HEAVY METAL,1,1,0,1,1,1,0,1,0,1,0
HEAVYHEARTED,0,0,0,0,0,1,1,0,0,1,0
HEAVYHEARTEDNESS,0,0,1,0,0,1,1,0,0,1,0
HEAVYSET,0,1,0,1,1,0,1,0,0,1,1
HEAVYWEIGHT,0,1,0,1,0,0,0,0,0,1,1
HECKLE,1,0,0,0,0,1,0,1,0,0,0
HECKLER,1,0,0,0,0,1,0,1,0,0,0
HECTIC,1,1,0,0,0,1,1,0,1,0,1
HEDGE,0,0,0,0,1,1,0,0,1,0,1
HEDGE FUND,0,0,0,0,0,0,0,0,0,0,0
HEDGEHOG,0,0,0,1,1,1,0,0,1,0,1
HEDGING,1,0,0,1,0,0,1,0,1,0,0
HEDGY,0,1,0,1,0,0,0,0,0,0,0
HEDONISTIC,1,1,1,1,1,1,1,1,1,1,1
HEED,1,1,0,1,0,1,1,1,0,0,0
HEEDFUL,1,1,0,0,0,1,0,1,0,1,0
HEEDFULNESS,0,0,0,0,0,0,1,0,0,0,0
HEEDLESS,1,0,0,0,0,0,1,0,0,0,0
HEEDLESSLY,1,0,0,0,0,0,1,0,0,0,0
HEEDLESSNESS,1,0,0,0,0,1,1,0,0,0,0
HEEHAW,1,0,0,0,0,0,0,1,0,0,0
HEEL,0,1,0,0,1,0,0,0,0,0,1
HEELLESS,0,1,0,0,0,0,0,0,0,0,1
HEFT,0,1,1,1,1,0,1,0,1,1,1
HEFTILY,0,1,0,1,1,0,1,0,0,1,1
HEFTINESS,0,1,0,1,1,0,0,0,0,1,1
HEFTY,0,1,0,1,1,0,0,0,0,1,0
HEIFER,1,0,1,0,1,0,0,0,1,0,1
HEIGHT,0,1,0,0,1,0,1,0,0,1,1
HEIGHTEN,1,1,1,1,0,1,1,1,1,1,0
HEIGHTENED,0,0,1,0,0,0,1,0,1,0,0
HEIGHTENER,0,1,1,0,1,0,1,0,0,0,0
HEINOUS,1,0,0,0,0,1,1,1,0,0,0
HEINOUSLY,1,0,1,0,0,1,1,0,1,1,0
HEINOUSNESS,1,0,0,0,0,0,1,1,0,0,1
HEIR,0,0,0,0,0,0,0,0,0,0,1
HEIRESS,0,0,0,0,0,0,0,0,0,0,0
HEIRLESS,0,0,0,0,0,0,1,0,0,0,0
HEIRLOOM,0,0,1,1,1,1,0,0,1,0,1
HEIST,1,1,0,1,0,1,0,0,0,1,1
HELICOPTER,1,1,0,0,1,1,0,0,0,1,1
HELIOCENTRIC,0,0,0,0,0,1,0,0,0,0,0
HELIPORT,1,0,0,0,0,0,0,0,1,0,1
HELIUM,1,0,1,0,0,0,0,1,1,0,0
HELL,1,0,0,0,1,0,1,0,1,0,0
HELLACIOUS,1,1,1,0,0,0,1,1,1,1,1
HELLFIRE,1,0,0,0,1,0,1,0,1,0,0
HELLHOLE,1,0,1,0,1,1,1,0,1,0,1
HELLHOUND,1,1,0,0,0,1,0,0,0,0,0
HELLISH,1,1,0,0,0,1,1,1,0,1,0
HELLISHLY,1,1,0,0,0,0,1,0,0,1,0
HELLISHNESS,1,1,1,0,1,1,1,1,1,0,1
HELLO,1,0,0,1,0,0,0,1,0,0,0
HELM,0,1,0,1,1,1,0,0,0,1,1
HELMET,0,0,0,1,1,1,0,0,0,0,1
HELMETED,0,0,0,0,1,1,0,0,0,0,1
HELMLESS,0,0,0,0,0,0,0,0,0,0,0
HELMSMAN,1,0,0,0,0,0,0,1,0,0,1
HELP,1,1,1,1,1,1,1,1,0,1,1
HELPDESK,1,0,0,1,0,1,0,1,0,0,1
HELPER,1,1,0,1,0,1,0,1,0,1,0
HELPFUL,1,1,0,1,1,1,1,1,0,1,1
HELPFULLY,1,1,0,1,0,0,1,1,0,0,1
HELPFULNESS,1,1,0,1,1,1,1,1,0,1,1
HELPING,1,1,0,1,1,1,1,1,0,1,0
HELPINGLY,1,1,0,1,1,0,0,1,0,0,0
HELPLESS,1,1,0,0,0,1,1,1,0,1,1
HELPLESSLY,1,1,0,0,0,0,1,1,0,1,0
HELPLESSNESS,0,1,0,0,0,0,1,1,0,1,0
HELPLINE,1,0,0,0,0,1,0,1,0,0,0
HEM,0,0,0,1,1,0,0,0,0,0,1
HEMATOLOGIST,0,1,0,1,1,0,0,0,0,1,1
HEMATOMA,0,1,0,0,1,0,1,0,0,1,0
HEMISPHERE,0,0,0,0,0,0,0,0,0,0,0
HEMISPHERICAL,0,0,0,0,1,0,0,0,0,0,1
HEMLINE,0,1,0,0,1,0,0,0,0,1,1
HEMLOCK,0,0,1,0,1,0,0,0,1,0,1
HEMOGLOBIN,0,0,1,0,0,0,1,0,1,0,1
HEMOPHILIA,0,0,0,0,0,0,1,0,0,1,0
HEMOPHILIAC,0,1,0,1,0,0,1,1,0,1,0
HEMOPHILIC,0,0,0,0,0,0,0,0,0,0,0
HEMORRHAGE,0,1,0,0,0,0,1,0,0,1,1
HEMORRHOID,0,0,0,0,1,0,1,0,0,1,0
HEMP,0,0,1,1,1,0,0,1,1,0,1
HEMPSEED,0,0,1,1,1,0,0,1,1,0,1
HEMSTITCH,0,0,0,1,1,1,0,0,0,0,1
HEN,1,0,1,1,1,0,0,0,1,0,1
HEN HOUSE,1,1,0,0,0,0,0,0,1,0,1
HENCE,0,0,0,0,0,0,0,0,0,0,0
HENCEFORTH,0,0,0,0,0,0,0,1,1,0,0
HENCEFORWARD,1,0,1,0,0,0,1,1,1,0,0
HENCHMAN,1,1,0,0,0,0,0,1,1,0,1
HENHOUSE,1,0,0,0,0,0,0,0,1,0,1
HENNA,0,1,0,1,1,1,0,0,0,1,1
HEPATITIS,0,0,0,0,0,0,1,0,0,0,0
HEPTAGON,0,0,0,0,0,0,0,0,0,0,1
HER,1,1,1,1,1,1,1,1,1,1,1
HERALD,1,0,0,0,0,1,0,1,0,0,0
HERB,0,0,1,0,1,0,0,1,1,0,1
HERBAL,0,0,1,0,0,0,0,1,1,0,0
HERBALIST,1,0,1,0,1,0,0,0,1,0,1
HERBICIDAL,0,1,1,1,0,1,0,1,1,1,1
HERBICIDE,0,0,1,1,0,0,0,0,1,0,0
HERBIVORE,0,0,0,0,0,0,0,1,0,0,0
HERBIVOROUS,0,0,1,0,0,0,0,1,1,0,0
HERBS,0,0,1,1,1,0,0,1,1,0,1
HERCULEAN,0,1,0,1,0,0,0,0,0,1,1
HERD,1,1,0,1,0,1,0,0,1,0,1
HERDER,1,1,0,0,0,0,0,1,0,0,1
HERDING,1,1,0,1,0,1,0,0,0,1,1
HERDSMAN,1,1,0,0,0,0,0,0,0,0,1
HERDSWOMAN,0,0,1,0,0,0,0,0,1,0,1
HERE,0,1,0,1,1,0,0,0,1,1,1
HEREABOUT,0,1,0,0,0,1,0,0,0,0,0
HEREAFTER,0,0,0,0,0,0,1,0,0,0,0
HEREBY,1,0,0,0,0,0,0,1,0,0,0
HEREDITARIANISM,1,1,0,0,0,0,0,1,0,1,0
HEREDITARILY,0,1,0,0,0,0,1,0,0,1,0
HEREDITARY,0,1,1,1,0,1,1,1,0,1,0
HEREDITY,0,1,0,1,0,1,1,1,0,1,0
HEREIN,0,0,0,0,0,0,0,0,0,0,0
HEREINAFTER,1,0,0,0,0,0,0,0,0,0,0
HERESY,1,0,0,0,0,1,0,1,0,0,0
HERETIC,1,0,1,0,0,1,0,1,0,0,0
HERETICAL,1,0,0,0,0,0,0,1,0,0,0
HERETICALLY,1,0,0,0,0,0,0,1,0,0,0
HEREUPON,0,0,0,0,0,0,0,0,0,0,0
HEREWITH,0,0,0,0,0,0,0,0,0,0,0
HERITAGE,0,0,1,0,0,0,1,0,1,0,0
HERMAPHRODITE,1,0,0,0,1,0,0,0,0,0,1
HERMIT,0,0,0,0,0,1,1,1,0,1,0
HERNIA,0,0,0,0,1,0,1,0,0,1,0
HERNIATED,0,0,0,0,1,0,1,0,0,1,0
HERO,1,1,0,0,0,1,1,1,0,1,1
HEROIC,1,1,0,0,0,1,1,0,0,1,1
HEROICALLY,1,0,0,0,0,0,1,0,0,0,1
HEROICS,1,1,0,1,0,1,1,1,0,1,1
HEROIN,0,1,1,1,1,1,1,1,1,1,0
HEROINE,1,1,1,1,1,0,1,1,1,1,1
HEROISM,1,1,0,1,0,0,1,1,0,1,1
HERON,1,0,0,0,0,1,0,0,0,0,0
HERPES,0,0,1,0,1,0,1,1,1,1,1
HERRING,0,0,1,0,0,0,0,1,1,0,1
HERRINGBONE,0,0,1,1,1,1,0,0,1,0,1
HERS,1,1,0,1,1,1,0,1,1,1,1
HERSELF,1,0,1,0,1,0,1,1,1,1,0
HERTZ,1,1,0,0,1,0,1,0,0,0,0
HESITANCE,0,1,0,1,0,1,1,1,0,1,0
HESITANCY,1,1,0,0,0,1,1,1,0,0,0
HESITANT,1,1,0,1,0,1,1,1,0,1,0
HESITANTLY,1,1,1,0,0,0,1,1,0,1,0
HESITATE,0,1,0,0,0,1,1,1,0,1,0
HESITATING,0,1,0,1,0,1,1,1,0,1,0
HESITATINGLY,0,1,0,1,0,1,1,1,0,1,0
HESITATION,1,1,0,1,1,1,1,1,0,1,0
HESITATIVE,1,1,1,0,0,0,1,1,1,0,0
HETERO,0,0,0,0,0,0,1,0,0,1,0
HETEROGENEOUS,0,0,0,0,0,0,0,0,0,0,0
HETEROGENIC,0,0,0,0,0,0,0,0,0,0,0
HETEROSEXUAL,1,1,0,1,1,1,1,1,1,1,1
HETEROSEXUALITY,0,1,0,1,0,1,1,1,0,1,0
HEX,1,0,1,0,0,1,0,0,1,0,0
HEXADECIMAL,0,0,0,0,0,1,0,0,0,0,1
HEXAGON,0,0,0,0,1,0,0,0,0,0,1
HEXAGONAL,0,0,0,0,0,1,0,0,0,0,1
HEXAGONALLY,0,0,0,0,1,0,0,0,0,0,1
HEXAGRAM,0,0,1,0,0,0,0,0,0,0,1
HEY,1,0,0,1,0,0,0,1,0,0,0
HEYDAY,0,1,0,0,0,1,0,1,0,1,0
HI,1,0,0,1,0,0,0,1,0,0,0
HIATUS,1,0,0,0,0,0,0,0,0,0,0
HIBACHI,1,0,1,1,0,1,0,1,1,0,1
HIBERNATE,0,1,0,1,0,1,1,1,0,1,1
HIBERNATION,0,1,0,1,0,1,1,1,0,1,0
HIBERNATOR,0,1,0,0,0,0,1,0,1,1,1
HIBISCUS,0,0,1,1,1,1,0,1,1,0,1
HICCUP,1,0,1,0,0,1,1,1,0,1,0
HICK,1,0,0,0,0,0,0,1,1,0,1
HICKEY,0,0,1,0,1,0,1,1,0,0,1
HICKORY,0,0,1,1,1,1,0,1,1,0,0
HIDDEN,0,1,0,1,0,1,0,1,0,1,0
HIDE,0,1,0,1,0,1,0,1,0,1,1
HIDEAWAY,0,1,1,1,0,1,0,0,1,1,1
HIDEOUS,0,0,1,0,0,1,1,1,1,0,1
HIDEOUSLY,0,0,1,0,0,1,0,0,1,0,1
HIDEOUSNESS,0,0,0,0,0,1,0,0,1,1,1
HIDEOUT,0,1,0,0,1,0,0,0,0,0,1
HIERARCHAL,0,0,0,0,0,0,0,0,0,0,0
HIERARCHICAL,0,0,0,0,0,0,0,0,0,0,0
HIERARCHICALLY,1,0,0,0,0,0,0,0,0,0,1
HIERARCHISM,0,0,0,0,0,0,0,0,0,0,0
HIERARCHY,0,0,0,0,0,1,0,1,0,0,0
HIEROGLYPH,0,0,0,0,0,1,0,0,0,0,1
HIEROGLYPHIC,0,0,1,0,1,1,0,0,1,0,1
HIEROGLYPHICS,0,0,0,0,0,1,0,0,0,0,1
HIGH,0,0,0,0,1,1,1,1,1,0,1
HIGH COMMISSIONER,1,0,0,0,0,0,0,1,0,0,0
HIGH COURT,1,0,0,0,0,0,0,1,0,0,0
HIGH FIVE,0,0,0,1,1,0,0,0,0,0,1
HIGH GEAR,1,1,0,1,0,0,0,0,0,1,0
HIGH JUMP,0,1,0,1,0,0,1,0,0,1,1
HIGH LEVEL,1,0,0,0,0,0,0,0,0,0,1
HIGH LIFE,0,1,1,1,0,1,1,1,0,1,0
HIGH NOON,0,0,0,0,0,1,0,0,0,0,1
HIGH POINT,0,1,0,0,0,1,0,0,0,0,1
HIGH SCHOOL,1,1,0,1,0,1,0,1,1,1,1
HIGH SEASON,0,0,0,0,1,0,1,0,1,0,1
HIGH SPEED,1,1,0,0,0,1,1,0,0,1,1
HIGH SPIRITS,1,1,0,0,0,1,1,1,0,1,0
HIGH STREET,0,1,0,0,0,0,0,0,0,0,0
HIGH TECH,1,0,0,1,1,1,0,0,0,0,1
HIGH TEMPERATURE,0,1,1,1,1,1,1,1,1,1,0
HIGH TIDE,1,1,0,1,0,1,0,0,1,1,1
HIGH TIME,0,0,0,1,0,0,1,1,1,0,0
HIGH WATER,0,1,1,0,1,0,0,0,1,0,1
HIGH WIND,1,1,0,1,1,1,1,1,1,1,0
HIGH WIRE,0,1,0,1,1,0,0,0,0,1,1
HIGHBALL,0,0,1,1,0,0,0,1,1,0,1
HIGHBRED,1,0,0,0,0,1,0,0,0,0,1
HIGHBROW,1,0,1,0,0,1,0,0,1,0,1
HIGHCHAIR,0,1,0,1,1,0,0,0,0,1,1
HIGHER,0,1,0,1,1,0,1,0,0,0,1
HIGHER EDUCATION,1,0,0,0,0,1,1,1,0,0,0
HIGHEST,1,1,0,1,1,1,1,0,1,1,1
HIGHFALUTING,1,0,0,0,0,0,0,1,0,0,1
HIGHFLIER,0,0,0,0,0,0,0,0,0,0,1
HIGHFLYING,0,0,0,0,0,0,1,0,0,0,1
HIGHHANDED,1,0,0,1,0,0,0,1,0,0,0
HIGHHANDEDLY,0,0,0,0,0,1,1,1,0,0,0
HIGHHANDEDNESS,1,0,0,0,0,0,0,0,0,0,0
HIGHJACK,1,1,0,1,0,1,0,1,0,1,1
HIGHLAND,0,1,0,0,0,0,0,0,1,0,1
HIGHLANDER,0,1,0,0,0,0,0,0,0,0,0
HIGHLIFE,1,0,1,0,1,0,1,0,0,1,1
HIGHLIGHT,0,0,0,1,0,1,0,0,0,0,1
HIGHLIGHTER,0,0,0,1,1,0,0,0,1,0,1
HIGHLY,1,0,1,0,0,0,1,0,1,0,0
HIGHNESS,0,0,0,0,0,0,1,0,0,0,1
HIGHROAD,0,0,0,0,0,0,1,0,0,0,0
HIGHSCHOOL,1,1,0,1,1,1,1,1,1,1,1
HIGHTAIL,0,1,0,0,0,0,0,0,0,0,0
HIGHWAY,1,1,0,1,0,1,0,0,0,0,1
HIGHWAY PATROL,1,0,0,0,0,1,0,1,0,0,1
HIGHWAYMAN,1,0,0,0,0,0,0,0,0,0,1
HIJACK,1,1,0,1,0,1,1,1,0,1,1
HIJACKER,1,1,0,1,0,1,0,1,0,1,1
HIJACKING,1,1,0,1,0,1,1,0,0,1,1
HIKE,1,1,0,1,1,1,1,1,1,1,1
HIKER,1,1,0,1,1,0,0,0,1,1,1
HILARIOUS,1,0,0,0,0,1,1,1,0,1,1
HILARIOUSLY,1,0,0,0,0,1,1,1,0,1,1
HILARIOUSNESS,1,0,0,0,0,1,1,1,0,0,0
HILARITY,1,0,0,0,0,1,1,1,0,1,0
HILL,0,1,0,0,1,0,0,0,1,1,1
HILLBILLY,1,1,0,1,0,1,0,1,1,1,1
HILLINESS,0,1,0,0,0,0,0,0,0,1,1
HILLSIDE,0,1,0,0,1,1,0,0,1,1,1
HILLTOP,0,1,0,1,0,0,0,0,0,1,1
HILLY,0,1,0,0,1,0,0,0,0,1,1
HIM,1,1,1,1,1,1,1,1,1,1,1
HIMSELF,0,1,0,0,0,0,1,1,0,1,0
HIND,0,1,0,0,1,0,1,0,0,1,0
HINDER,1,0,0,1,1,0,1,0,0,0,1
HINDERER,0,1,0,0,0,0,0,1,0,1,0
HINDQUARTER,0,1,1,0,1,0,0,0,1,0,1
HINDRANCE,0,1,0,0,1,0,1,0,0,0,0
HINDSIGHT,0,0,0,0,0,1,1,0,0,0,0
HINDU,1,0,0,0,0,1,0,0,0,0,0
HINGE,0,0,0,1,1,1,0,0,0,0,1
HINT,1,0,1,0,0,1,0,1,1,0,0
HIP,0,1,0,0,1,0,1,0,0,1,1
HIP HOP,1,1,0,0,0,1,0,1,0,1,0
HIPBONE,0,1,0,0,1,0,1,0,0,1,0
HIPNESS,1,0,1,0,0,0,1,0,1,1,1
HIPPIE,1,0,0,0,0,0,0,0,1,0,1
HIPPO,1,0,1,0,1,1,0,0,1,0,1
HIPPOPOTAMUS,1,0,0,0,1,1,0,0,1,0,1
HIPPY,1,1,0,0,0,1,0,1,1,1,1
HIPSHOT,0,1,1,1,1,0,1,0,1,1,0
HIPSTER,1,0,0,0,0,0,0,0,0,0,1
HIRE,1,0,0,0,0,1,0,1,0,0,0
HIRED,1,0,0,0,0,0,0,1,0,0,0
HIRER,1,0,0,0,0,1,0,1,0,0,1
HIS,0,0,0,0,0,0,0,0,1,0,0
HISS,1,0,0,0,0,1,0,1,0,0,0
HISSING,1,0,0,0,0,1,0,1,0,0,0
HISTORIAN,1,0,0,0,0,1,0,1,0,0,0
HISTORIC,1,0,0,0,0,1,0,0,0,0,1
HISTORICAL,1,0,0,0,0,1,0,0,0,0,1
HISTORICALLY,1,0,0,0,0,1,0,1,0,0,0
HISTORICALNESS,1,0,0,0,0,1,0,0,0,0,0
HISTORIOGRAPHER,1,0,0,0,0,1,0,1,0,0,0
HISTORY,1,0,0,0,0,1,0,1,0,0,0
HIT,1,1,1,1,1,0,1,0,1,1,1
HIT LIST,1,0,0,0,0,1,0,0,1,0,1
HIT MAN,0,0,0,1,0,0,0,0,0,0,0
HIT PARADE,1,0,0,0,0,0,0,0,0,0,0
HITCH,0,0,0,1,1,0,0,0,0,0,1
HITCHER,1,0,0,1,0,0,0,0,0,0,1
HITCHHIKE,0,1,0,1,0,0,0,0,0,1,1
HITCHHIKER,0,1,0,1,0,0,0,0,0,0,1
HITHER,0,1,1,0,0,0,0,0,0,1,0
HITLESS,0,0,0,0,0,0,0,0,0,0,0
HITMAN,1,0,0,1,1,0,0,0,0,1,1
HITTER,0,1,0,1,1,0,1,0,0,1,1
HIVE,1,1,0,1,1,0,0,0,1,1,1
HIVES,0,1,0,1,1,0,1,0,0,1,1
HOAGIE,0,0,1,1,1,0,0,1,1,1,1
HOARD,0,0,0,1,0,0,0,0,0,0,1
HOARDER,0,0,0,1,0,1,0,0,1,0,1
HOARDING,0,1,0,1,1,0,0,0,1,0,1
HOARDINGS,0,0,1,1,0,0,0,0,1,0,1
HOARSE,1,0,0,0,0,0,1,1,0,0,0
HOARSELY,1,0,0,0,0,0,1,1,0,0,0
HOARSENESS,1,0,0,0,0,0,1,1,0,0,0
HOAX,1,0,0,0,0,1,0,1,0,0,1
HOAXER,1,0,0,0,0,1,0,1,0,0,1
HOBBIT,1,0,0,0,0,1,0,0,0,0,1
HOBBLE,0,1,0,0,0,0,0,0,0,1,0
HOBBLING,0,1,1,0,1,0,1,0,0,0,0
HOBBY,1,1,1,1,1,1,1,1,1,1,1
HOBBYHORSE,0,1,0,1,1,0,0,0,0,1,1
HOBBYIST,1,1,0,1,0,1,0,1,0,1,1
HOBGOBLIN,0,0,0,0,0,0,0,0,0,0,0
HOBO,1,1,0,0,0,1,0,0,1,1,1
HOCK,0,0,1,1,0,0,0,1,1,0,0
HOCKEY,1,1,0,1,0,1,0,0,0,1,1
HOCKEY PLAYER,1,1,0,1,1,1,0,0,1,1,1
HOCKEY STICK,0,0,0,1,1,0,0,0,0,1,1
HODGEPODGE,0,0,1,0,0,0,0,0,1,0,1
HOE,0,1,0,1,1,0,0,0,0,1,1
HOEDOWN,1,1,0,1,0,0,0,1,1,1,1
HOG,1,0,1,1,1,1,0,0,1,0,1
HOGGED,0,0,1,1,0,0,1,1,1,0,0
HOGGISH,0,0,1,0,0,0,1,1,1,0,0
HOGGISHLY,0,0,1,0,0,0,1,1,1,0,0
HOGTIE,0,1,0,1,1,0,0,0,0,1,1
HOGWASH,1,0,0,0,0,0,0,1,1,0,0
HOIST,0,1,0,1,1,0,1,0,0,1,1
HOISTING,0,1,0,1,1,0,1,0,0,1,1
HOKEY,1,1,0,1,0,1,0,1,0,1,0
HOLD,0,0,0,1,1,0,0,1,0,0,1
HOLD FAST,0,1,0,1,1,0,1,0,0,1,0
HOLD TIGHT,0,0,0,1,1,0,0,0,0,0,0
HOLD UP,1,1,0,1,0,0,1,1,0,0,0
HOLDBACK,0,0,0,1,0,0,1,0,0,1,0
HOLDER,0,0,0,1,1,0,0,0,0,1,1
HOLDING,0,0,0,1,1,0,1,0,0,1,1
HOLDOUT,1,0,0,0,0,1,0,0,0,0,0
HOLDUP,1,1,0,1,0,0,1,0,0,0,1
HOLE,0,1,0,1,1,0,0,0,0,1,1
HOLEY,0,0,0,0,1,0,0,0,0,0,1
HOLIDAY,1,1,1,1,0,1,1,1,1,1,1
HOLIDAYMAKING,1,1,1,1,0,1,1,1,1,1,1
HOLIDAYS,1,1,1,1,1,1,1,1,1,1,1
HOLINESS,1,0,1,0,0,1,1,1,1,1,0
HOLISTIC,0,0,1,0,0,0,1,1,1,1,0
HOLISTICALLY,0,0,1,0,1,1,1,0,1,0,0
HOLLANDAISE,0,0,1,0,1,0,0,1,1,0,1
HOLLER,1,0,0,0,0,0,0,1,0,0,0
HOLLOW,1,0,0,0,1,0,1,0,0,0,1
HOLLOWLY,0,0,0,0,1,0,0,0,0,0,0
HOLLOWNESS,1,0,0,0,1,0,1,0,0,0,1
HOLLY,0,0,0,1,1,0,0,0,1,0,1
HOLOCAUST,1,1,0,0,0,1,0,1,0,1,0
HOLOGRAM,0,0,0,0,0,1,0,0,0,0,1
HOLOGRAPH,0,0,0,0,0,1,0,0,0,0,1
HOLOGRAPHIC,0,0,0,0,0,1,0,0,0,0,1
HOLSTER,0,1,0,1,1,0,0,0,0,1,1
HOLSTERED,0,0,1,1,1,0,0,0,1,0,1
HOLY,1,0,0,0,0,0,1,1,0,0,0
HOLY TRINITY,0,0,0,1,0,1,1,1,0,1,0
HOLY WATER,0,0,1,1,1,0,0,0,1,0,1
HOLY WEEK,1,0,0,0,0,0,0,0,0,0,0
HOLYDAY,1,0,1,0,0,1,1,0,1,0,0
HOMAGE,1,0,0,0,0,0,0,0,0,0,0
HOMBRE,1,0,0,0,0,0,0,0,0,0,1
HOMBRES,1,0,1,0,0,1,0,0,1,0,1
HOME,0,1,0,1,1,1,1,1,1,1,1
HOME APPLIANCE,1,0,0,1,1,0,0,0,0,0,1
HOME BUILDER,1,1,0,1,0,1,0,0,0,1,1
HOME BUYER,1,0,0,0,0,1,0,1,0,0,1
HOME OFFICE,0,1,0,1,1,1,0,1,0,1,1
HOME PLATE,0,1,0,0,1,0,0,0,1,0,1
HOME RULE,1,0,0,0,0,0,1,0,0,0,0
HOME RUN,1,1,0,1,0,0,1,0,0,1,1
HOMEBODY,1,1,0,0,0,0,1,0,0,1,1
HOMEBOUND,0,1,0,0,0,1,1,0,0,1,0
HOMEBOY,1,1,1,0,1,1,1,1,1,1,1
HOMEBRED,0,0,1,0,0,0,0,0,1,0,1
HOMEBREW,0,0,1,1,1,0,1,1,1,0,0
HOMEBUILDER,1,1,0,1,0,1,0,0,0,1,1
HOMEBUILDING,1,1,0,1,0,1,0,0,0,1,0
HOMEBUYER,1,1,0,1,0,1,0,1,0,0,1
HOMECARE,1,1,0,1,1,0,0,0,0,1,1
HOMECOMING,1,1,0,1,0,1,1,1,1,1,1
HOMEGROWN,0,0,1,1,0,1,0,1,1,0,0
HOMELAND,0,0,1,0,0,0,1,0,1,0,1
HOMELESS,0,1,0,0,0,1,0,0,1,1,1
HOMELESSNESS,0,1,0,1,0,1,0,1,1,1,1
HOMELIKE,1,0,1,0,1,1,1,0,1,0,1
HOMELINESS,0,1,0,0,0,1,1,0,1,0,1
HOMELY,0,0,1,0,0,1,1,0,1,1,1
HOMEMADE,0,1,1,1,1,1,0,1,1,1,1
HOMEMAKER,0,1,0,1,0,1,0,1,1,1,1
HOMEMAKING,1,1,1,1,1,1,0,1,1,1,1
HOMEOPATH,0,0,1,0,1,0,1,1,1,1,0
HOMEOPATHIC,0,0,1,0,0,0,1,1,1,1,0
HOMEOPATHICALLY,0,0,1,1,1,0,1,1,1,0,0
HOMEOSTASIS,0,0,0,0,0,1,1,0,0,1,0
HOMEOSTATIC,0,1,1,0,1,0,1,0,1,1,0
HOMEOWNER,1,1,0,0,0,0,0,0,0,1,1
HOMEPAGE,0,0,0,0,0,0,0,0,0,0,1
HOMEROOM,0,1,0,0,0,1,0,0,0,1,1
HOMESICK,0,0,0,0,0,1,1,0,1,1,0
HOMESICKNESS,0,0,0,0,0,1,1,0,0,1,0
HOMESPUN,1,0,0,0,1,0,0,0,0,0,0
HOMESTEAD,0,1,0,0,1,0,0,0,1,1,0
